adve_time_year,loca_regi_kant_clean,total,eligible,mapped_target,mapped_fallback,unmapped,eligible_share,mapped_target_share_of_eligible,mapped_fallback_share_of_eligible,unmapped_share_of_eligible,domain
2020,15,19,19,18,0,1,1.0,0.9473684210526315,0.0,0.05263157894736842,occupation
2020,16,9,9,8,0,1,1.0,0.8888888888888888,0.0,0.1111111111111111,occupation
2020,17,225,225,198,0,27,1.0,0.88,0.0,0.12,occupation
2020,18,61,61,55,0,6,1.0,0.9016393442622951,0.0,0.09836065573770492,occupation
2020,19,289,289,266,0,23,1.0,0.9204152249134948,0.0,0.07958477508650519,occupation
2020,20,92,92,83,0,9,1.0,0.9021739130434783,0.0,0.09782608695652174,occupation
2020,21,42,42,40,0,2,1.0,0.9523809523809523,0.0,0.047619047619047616,occupation
2020,22,306,306,284,0,22,1.0,0.9281045751633987,0.0,0.0718954248366013,occupation
2020,23,74,74,65,0,9,1.0,0.8783783783783784,0.0,0.12162162162162163,occupation
2020,24,54,54,48,0,6,1.0,0.8888888888888888,0.0,0.1111111111111111,occupation
2020,25,181,181,173,0,8,1.0,0.9558011049723757,0.0,0.04419889502762431,occupation
2020,26,14,14,13,0,1,1.0,0.9285714285714286,0.0,0.07142857142857142,occupation
2020,,188,188,173,0,15,1.0,0.9202127659574468,0.0,0.0797872340425532,occupation
2021,1,1007,1007,921,0,86,1.0,0.9145978152929494,0.0,0.08540218470705065,occupation
2021,2,516,516,452,0,64,1.0,0.875968992248062,0.0,0.12403100775193798,occupation
2021,3,190,190,172,0,18,1.0,0.9052631578947369,0.0,0.09473684210526316,occupation
2021,4,8,8,7,0,1,1.0,0.875,0.0,0.125,occupation
2021,5,45,45,43,0,2,1.0,0.9555555555555556,0.0,0.044444444444444446,occupation
2021,6,22,22,21,0,1,1.0,0.9545454545454546,0.0,0.045454545454545456,occupation
2021,7,11,11,9,0,2,1.0,0.8181818181818182,0.0,0.18181818181818182,occupation
2021,8,21,21,21,0,0,1.0,1.0,0.0,0.0,occupation
2021,9,82,82,71,0,11,1.0,0.8658536585365854,0.0,0.13414634146341464,occupation
2021,10,113,113,103,0,10,1.0,0.911504424778761,0.0,0.08849557522123894,occupation
2021,11,91,91,84,0,7,1.0,0.9230769230769231,0.0,0.07692307692307693,occupation
2021,12,198,198,180,0,18,1.0,0.9090909090909091,0.0,0.09090909090909091,occupation
2021,13,105,105,97,0,8,1.0,0.9238095238095239,0.0,0.0761904761904762,occupation
2021,14,55,55,52,0,3,1.0,0.9454545454545454,0.0,0.05454545454545454,occupation
