adve_time_year,_cat,count,share,level,label
2016,4,480,0.12170385395537525,isco1,Clerical support workers
2016,5,529,0.13412778904665315,isco1,Service and sales workers
2016,6,19,0.004817444219066937,isco1,"Skilled agricultural, forestry and fishery workers"
2016,7,429,0.10877281947261663,isco1,Craft and related trades workers
2016,8,118,0.029918864097363083,isco1,"Plant and machine operators, and assemblers"
2016,9,82,0.02079107505070994,isco1,Elementary occupations
2017,1,288,0.07395993836671803,isco1,Managers
2017,2,1153,0.2960965588084232,isco1,Professionals
2017,3,725,0.18618387262455058,isco1,Technicians and associate professionals
2017,4,443,0.11376476630713919,isco1,Clerical support workers
2017,5,519,0.1332819722650231,isco1,Service and sales workers
2017,6,29,0.007447354904982024,isco1,"Skilled agricultural, forestry and fishery workers"
2017,7,517,0.1327683615819209,isco1,Craft and related trades workers
2017,8,134,0.034411915767847974,isco1,"Plant and machine operators, and assemblers"
2017,9,86,0.022085259373394967,isco1,Elementary occupations
2018,1,288,0.07128712871287128,isco1,Managers
2018,2,1263,0.3126237623762376,isco1,Professionals
2018,3,778,0.19257425742574258,isco1,Technicians and associate professionals
2018,4,471,0.11658415841584159,isco1,Clerical support workers
2018,5,502,0.12425742574257426,isco1,Service and sales workers
2018,6,34,0.008415841584158416,isco1,"Skilled agricultural, forestry and fishery workers"
2018,7,475,0.11757425742574257,isco1,Craft and related trades workers
2018,8,125,0.03094059405940594,isco1,"Plant and machine operators, and assemblers"
2018,9,104,0.02574257425742574,isco1,Elementary occupations
2019,1,244,0.0597161037689672,isco1,Managers
2019,2,1380,0.3377386196769457,isco1,Professionals
2019,3,807,0.19750367107195302,isco1,Technicians and associate professionals
2019,4,459,0.11233480176211454,isco1,Clerical support workers
2019,5,486,0.11894273127753303,isco1,Service and sales workers
2019,6,25,0.006118453255017132,isco1,"Skilled agricultural, forestry and fishery workers"
2019,7,483,0.11820851688693099,isco1,Craft and related trades workers
2019,8,121,0.029613313754282916,isco1,"Plant and machine operators, and assemblers"
2019,9,81,0.019823788546255508,isco1,Elementary occupations
2020,1,267,0.0681470137825421,isco1,Managers
2020,2,1340,0.34201123021949975,isco1,Professionals
2020,3,767,0.19576314446145993,isco1,Technicians and associate professionals
2020,4,401,0.10234813680449209,isco1,Clerical support workers
2020,5,478,0.12200102092904543,isco1,Service and sales workers
2020,6,22,0.005615109749872384,isco1,"Skilled agricultural, forestry and fishery workers"
2020,7,426,0.10872894333843798,isco1,Craft and related trades workers
2020,8,139,0.03547728432873915,isco1,"Plant and machine operators, and assemblers"
2020,9,78,0.019908116385911178,isco1,Elementary occupations
2021,1,215,0.05370971771171621,isco1,Managers
2021,2,1421,0.35498376217836625,isco1,Professionals
2021,3,779,0.19460404696477643,isco1,Technicians and associate professionals
2021,4,467,0.11666250312265801,isco1,Clerical support workers
2021,5,405,0.10117411941044217,isco1,Service and sales workers
2021,6,34,0.00849362977766675,isco1,"Skilled agricultural, forestry and fishery workers"
2021,7,511,0.12765425930552085,isco1,Craft and related trades workers
2021,8,118,0.029477891581314013,isco1,"Plant and machine operators, and assemblers"
2021,9,53,0.013240069947539346,isco1,Elementary occupations
2022,1,237,0.059757942511346446,isco1,Managers
2022,2,1392,0.35098335854765506,isco1,Professionals
2022,3,796,0.20070600100857286,isco1,Technicians and associate professionals
2022,4,561,0.14145234493192133,isco1,Clerical support workers
2022,5,390,0.09833585476550681,isco1,Service and sales workers
2022,6,27,0.00680786686838124,isco1,"Skilled agricultural, forestry and fishery workers"
2022,7,399,0.10060514372163389,isco1,Craft and related trades workers
2022,8,97,0.024457892082702975,isco1,"Plant and machine operators, and assemblers"
2022,9,67,0.016893595562279373,isco1,Elementary occupations
2023,1,234,0.06303879310344827,isco1,Managers
2023,2,1150,0.3098060344827586,isco1,Professionals
2023,3,825,0.22225215517241378,isco1,Technicians and associate professionals
2023,4,472,0.1271551724137931,isco1,Clerical support workers
2023,5,430,0.11584051724137931,isco1,Service and sales workers
2023,6,22,0.005926724137931034,isco1,"Skilled agricultural, forestry and fishery workers"
2023,7,407,0.10964439655172414,isco1,Craft and related trades workers
2023,8,108,0.029094827586206896,isco1,"Plant and machine operators, and assemblers"
2023,9,64,0.017241379310344827,isco1,Elementary occupations
2024,1,291,0.07309721175584025,isco1,Managers
2024,2,1134,0.2848530519969857,isco1,Professionals
2024,3,869,0.21828686259733734,isco1,Technicians and associate professionals
2024,4,452,0.11353931173072092,isco1,Clerical support workers
2024,5,540,0.1356443104747551,isco1,Service and sales workers
2024,6,21,0.0052750565184626974,isco1,"Skilled agricultural, forestry and fishery workers"
2024,7,478,0.12007033408691284,isco1,Craft and related trades workers
2024,8,109,0.02738005526249686,isco1,"Plant and machine operators, and assemblers"
2024,9,87,0.02185380557648832,isco1,Elementary occupations
