adve_time_year,_cat,count,share,level,label
2023,72,163,0.04391163793103448,isco2,"Metal, machinery and related trades workers"
2023,Other,1654,0.44558189655172414,isco2,
2024,21,175,0.04395880432052248,isco2,Science and engineering professionals
2024,22,269,0.0675709620698317,isco2,Health professionals
2024,24,217,0.05450891735744788,isco2,Business and administration professionals
2024,25,235,0.059030394373273044,isco2,Information and communications technology professionals
2024,31,273,0.06857573474001508,isco2,Science and engineering associate professionals
2024,33,235,0.059030394373273044,isco2,Business and administration associate professionals
2024,41,154,0.038683747802059784,isco2,General and keyboard clerks
2024,51,214,0.05375533785481035,isco2,Personal service workers
2024,52,206,0.051745792514443605,isco2,Sales workers
2024,72,192,0.04822908816880181,isco2,"Metal, machinery and related trades workers"
2024,Other,1811,0.4549108264255212,isco2,
